Round: 1
Created: paoletti0 (distance: 76, speed: 2, health: 2)
Moved: will1976 (distance: 267, speed: 9, health: 5)
Moved: fee1977 (distance: 268, speed: 7, health: 2)
Moved: noah1978 (distance: 276, speed: 9, health: 5)
Moved: potatobot1979 (distance: 22, speed: 1, health: 2)
Moved: will1985 (distance: 249, speed: 4, health: 1)
Moved: fee1986 (distance: 160, speed: 1, health: 5)
Moved: potatobot1988 (distance: 202, speed: 7, health: 5)
Moved: darden1990 (distance: 113, speed: 2, health: 1)
Moved: cris1992 (distance: 232, speed: 6, health: 5)
Moved: bing1993 (distance: 149, speed: 3, health: 1)
Moved: noah1996 (distance: 234, speed: 6, health: 3)
Moved: darden1999 (distance: 258, speed: 7, health: 1)
Destroyed: will347 (distance: 146, speed: 7, health: 0)
Destroyed: fee1806 (distance: 149, speed: 7, health: 0)
Destroyed: fee1914 (distance: 216, speed: 10, health: 0)
Destroyed: noah844 (distance: 168, speed: 8, health: 0)
Destroyed: potatobot449 (distance: 168, speed: 8, health: 0)
Destroyed: bing1876 (distance: 151, speed: 7, health: 0)
Destroyed: fee1878 (distance: 218, speed: 10, health: 0)
Destroyed: paoletti1179 (distance: 153, speed: 7, health: 0)
Destroyed: paoletti288 (distance: 219, speed: 10, health: 0)
Destroyed: potatobot1196 (distance: 214, speed: 10, health: 0)
Destroyed: bing580 (distance: 147, speed: 7, health: 0)
Destroyed: cris1650 (distance: 129, speed: 6, health: 0)
Destroyed: fee843 (distance: 152, speed: 7, health: 0)
Destroyed: garcia1658 (distance: 197, speed: 9, health: 0)
Destroyed: potatobot62 (distance: 171, speed: 8, health: 0)
Destroyed: will1904 (distance: 217, speed: 10, health: 0)
Destroyed: bing1516 (distance: 106, speed: 5, health: 0)
Destroyed: cris1749 (distance: 191, speed: 9, health: 0)
Destroyed: darden1909 (distance: 126, speed: 6, health: 0)
Destroyed: garcia119 (distance: 213, speed: 10, health: 0)
Destroyed: noah1105 (distance: 129, speed: 6, health: 0)
Destroyed: noah61 (distance: 168, speed: 8, health: 0)
Destroyed: potatobot1133 (distance: 108, speed: 5, health: 0)
Destroyed: will1121 (distance: 217, speed: 10, health: 0)
Destroyed: will401 (distance: 65, speed: 3, health: 0)
Destroyed: cris1830 (distance: 64, speed: 3, health: 0)
Destroyed: darden1972 (distance: 130, speed: 6, health: 0)
Destroyed: darden352 (distance: 189, speed: 9, health: 0)
Destroyed: fee1221 (distance: 210, speed: 10, health: 0)
Destroyed: fee1338 (distance: 151, speed: 7, health: 0)
Destroyed: garcia65 (distance: 130, speed: 6, health: 0)
Destroyed: noah1753 (distance: 172, speed: 8, health: 0)
Destroyed: noah1924 (distance: 130, speed: 6, health: 0)
Destroyed: noah997 (distance: 85, speed: 4, health: 0)
Destroyed: potatobot179 (distance: 174, speed: 8, health: 0)
Destroyed: will1409 (distance: 211, speed: 10, health: 0)
Destroyed: bing805 (distance: 223, speed: 10, health: 0)
Destroyed: fee1464 (distance: 226, speed: 10, health: 0)
Destroyed: noah1411 (distance: 179, speed: 8, health: 0)
Destroyed: potatobot1250 (distance: 133, speed: 6, health: 0)
Destroyed: potatobot656 (distance: 220, speed: 10, health: 0)
Destroyed: will1805 (distance: 91, speed: 4, health: 0)
Destroyed: will986 (distance: 137, speed: 6, health: 0)
Destroyed: bing319 (distance: 134, speed: 6, health: 0)
Destroyed: darden208 (distance: 203, speed: 9, health: 0)
Destroyed: fee1482 (distance: 183, speed: 8, health: 0)
Destroyed: garcia1946 (distance: 133, speed: 6, health: 0)
Destroyed: potatobot1979 (distance: 22, speed: 1, health: 0)
Destroyed: potatobot647 (distance: 176, speed: 8, health: 0)
Destroyed: will1238 (distance: 229, speed: 10, health: 0)
Destroyed: paoletti153 (distance: 112, speed: 5, health: 0)
Destroyed: paoletti639 (distance: 159, speed: 7, health: 0)
Destroyed: potatobot1367 (distance: 179, speed: 8, health: 0)
Destroyed: paoletti270 (distance: 112, speed: 5, health: 0)
Destroyed: potatobot863 (distance: 136, speed: 6, health: 0)
Destroyed: will140 (distance: 68, speed: 3, health: 0)
Destroyed: darden280 (distance: 136, speed: 6, health: 0)
Destroyed: fee1293 (distance: 114, speed: 5, health: 0)
Destroyed: fee609 (distance: 22, speed: 1, health: 0)
Destroyed: fee825 (distance: 200, speed: 9, health: 0)
Destroyed: garcia1298 (distance: 110, speed: 5, health: 0)
Destroyed: garcia1478 (distance: 229, speed: 10, health: 0)
Destroyed: noah403 (distance: 178, speed: 8, health: 0)
Destroyed: potatobot215 (distance: 180, speed: 8, health: 0)
Destroyed: potatobot530 (distance: 91, speed: 4, health: 0)
Destroyed: will671 (distance: 228, speed: 10, health: 0)
Destroyed: bing1273 (distance: 71, speed: 3, health: 0)
Destroyed: cris867 (distance: 213, speed: 9, health: 0)
Destroyed: darden1927 (distance: 164, speed: 7, health: 0)
Destroyed: darden55 (distance: 214, speed: 9, health: 0)
Destroyed: garcia1631 (distance: 161, speed: 7, health: 0)
Destroyed: noah1879 (distance: 161, speed: 7, health: 0)
Destroyed: potatobot971 (distance: 238, speed: 10, health: 0)
Destroyed: will104 (distance: 93, speed: 4, health: 0)
Destroyed: bing1039 (distance: 140, speed: 6, health: 0)
Destroyed: bing1597 (distance: 141, speed: 6, health: 0)
Destroyed: bing274 (distance: 163, speed: 7, health: 0)
Destroyed: bing625 (distance: 231, speed: 10, health: 0)
Destroyed: cris921 (distance: 142, speed: 6, health: 0)
Destroyed: darden1261 (distance: 166, speed: 7, health: 0)
Destroyed: fee960 (distance: 188, speed: 8, health: 0)
Destroyed: garcia83 (distance: 190, speed: 8, health: 0)
Destroyed: noah1681 (distance: 231, speed: 10, health: 0)
Destroyed: noah1933 (distance: 237, speed: 10, health: 0)
Destroyed: potatobot1034 (distance: 94, speed: 4, health: 0)
Destroyed: potatobot692 (distance: 140, speed: 6, health: 0)
Destroyed: will1715 (distance: 117, speed: 5, health: 0)
Destroyed: garcia1685 (distance: 186, speed: 8, health: 0)
Destroyed: noah1564 (distance: 231, speed: 10, health: 0)
Destroyed: noah709 (distance: 207, speed: 9, health: 0)
Destroyed: potatobot116 (distance: 119, speed: 5, health: 0)
Destroyed: darden235 (distance: 190, speed: 8, health: 0)
Destroyed: fee1428 (distance: 23, speed: 1, health: 0)
Destroyed: fee1716 (distance: 116, speed: 5, health: 0)
Destroyed: garcia56 (distance: 210, speed: 9, health: 0)
Destroyed: potatobot485 (distance: 230, speed: 10, health: 0)
Destroyed: will788 (distance: 232, speed: 10, health: 0)
Destroyed: bing409 (distance: 141, speed: 6, health: 0)
Destroyed: darden1585 (distance: 141, speed: 6, health: 0)
Destroyed: fee159 (distance: 46, speed: 2, health: 0)
Destroyed: garcia749 (distance: 208, speed: 9, health: 0)
Destroyed: noah1573 (distance: 232, speed: 10, health: 0)
Destroyed: paoletti1341 (distance: 239, speed: 10, health: 0)
Destroyed: paoletti1953 (distance: 190, speed: 8, health: 0)
Destroyed: potatobot368 (distance: 47, speed: 2, health: 0)
Destroyed: will1814 (distance: 138, speed: 6, health: 0)
Destroyed: will95 (distance: 189, speed: 8, health: 0)
Destroyed: garcia1406 (distance: 220, speed: 9, health: 0)
Destroyed: noah592 (distance: 193, speed: 8, health: 0)
Destroyed: potatobot1259 (distance: 145, speed: 6, health: 0)
Destroyed: potatobot1763 (distance: 122, speed: 5, health: 0)
Destroyed: fee987 (distance: 240, speed: 10, health: 0)
Destroyed: noah907 (distance: 98, speed: 4, health: 0)
Destroyed: paoletti1827 (distance: 199, speed: 8, health: 0)
Destroyed: potatobot458 (distance: 171, speed: 7, health: 0)
Destroyed: will1400 (distance: 174, speed: 7, health: 0)
Destroyed: darden1882 (distance: 247, speed: 10, health: 0)
Destroyed: garcia1460 (distance: 98, speed: 4, health: 0)
Destroyed: garcia623 (distance: 149, speed: 6, health: 0)
Destroyed: bing1291 (distance: 196, speed: 8, health: 0)
Destroyed: darden757 (distance: 222, speed: 9, health: 0)
Destroyed: garcia857 (distance: 145, speed: 6, health: 0)
Destroyed: cris1389 (distance: 169, speed: 7, health: 0)
Destroyed: cris1488 (distance: 224, speed: 9, health: 0)
Destroyed: darden685 (distance: 197, speed: 8, health: 0)
Destroyed: fee573 (distance: 144, speed: 6, health: 0)
Destroyed: fee951 (distance: 169, speed: 7, health: 0)
At the end of round 8, the median zombie lifetime is {median goes here!}
Round: 9
Moved: paoletti0 (distance: 60, speed: 2, health: 2)
Moved: cris3 (distance: 98, speed: 4, health: 2)
Moved: bing4 (distance: 131, speed: 3, health: 4)
Moved: noah7 (distance: 125, speed: 1, health: 5)
Moved: potatobot8 (distance: 126, speed: 3, health: 2)
Moved: paoletti9 (distance: 196, speed: 3, health: 3)
Moved: darden10 (distance: 140, speed: 5, health: 5)
Moved: garcia11 (distance: 104, speed: 3, health: 1)
Moved: cris12 (distance: 203, speed: 7, health: 2)
Moved: bing13 (distance: 52, speed: 2, health: 1)
Moved: will14 (distance: 217, speed: 2, health: 3)
Moved: fee15 (distance: 193, speed: 4, health: 1)
Moved: potatobot17 (distance: 92, speed: 4, health: 5)
Moved: paoletti18 (distance: 155, speed: 2, health: 3)
Moved: darden19 (distance: 196, speed: 8, health: 4)
Moved: garcia29 (distance: 129, speed: 5, health: 5)
Moved: cris30 (distance: 191, speed: 4, health: 5)
Moved: bing31 (distance: 158, speed: 3, health: 3)
Moved: paoletti36 (distance: 233, speed: 3, health: 3)
Moved: darden37 (distance: 228, speed: 9, health: 3)
Moved: garcia38 (distance: 129, speed: 5, health: 2)
Moved: bing40 (distance: 208, speed: 3, health: 4)
Moved: will41 (distance: 107, speed: 2, health: 3)
Moved: fee42 (distance: 248, speed: 5, health: 3)
Moved: noah43 (distance: 141, speed: 2, health: 4)
Moved: bing49 (distance: 74, speed: 1, health: 5)
Moved: paoletti54 (distance: 97, speed: 1, health: 1)
Moved: bing58 (distance: 155, speed: 2, health: 5)
Moved: fee60 (distance: 228, speed: 7, health: 3)
Moved: darden64 (distance: 174, speed: 3, health: 3)
Moved: cris66 (distance: 228, speed: 7, health: 3)
Moved: bing67 (distance: 138, speed: 2, health: 2)
Moved: will68 (distance: 257, speed: 3, health: 1)
Moved: fee69 (distance: 168, speed: 4, health: 1)
Moved: potatobot71 (distance: 118, speed: 1, health: 4)
Moved: cris75 (distance: 192, speed: 7, health: 2)
Moved: bing76 (distance: 86, speed: 3, health: 1)
Moved: noah79 (distance: 187, speed: 4, health: 2)
Moved: potatobot80 (distance: 188, speed: 3, health: 1)
Moved: paoletti81 (distance: 265, speed: 1, health: 3)
Moved: darden82 (distance: 244, speed: 6, health: 2)
Moved: fee87 (distance: 80, speed: 1, health: 4)
Moved: darden91 (distance: 136, speed: 2, health: 1)
Moved: bing94 (distance: 248, speed: 2, health: 1)
Moved: noah97 (distance: 88, speed: 1, health: 5)
Moved: paoletti99 (distance: 78, speed: 2, health: 4)
Moved: cris102 (distance: 187, speed: 6, health: 2)
Moved: bing103 (distance: 189, speed: 6, health: 3)
Moved: noah106 (distance: 70, speed: 1, health: 3)
Moved: potatobot107 (distance: 222, speed: 9, health: 5)
Moved: paoletti108 (distance: 100, speed: 4, health: 5)
Moved: fee114 (distance: 180, speed: 1, health: 2)
Moved: darden118 (distance: 227, speed: 4, health: 1)
Moved: cris120 (distance: 262, speed: 1, health: 5)
Moved: potatobot125 (distance: 159, speed: 6, health: 4)
Moved: garcia128 (distance: 51, speed: 2, health: 4)
Moved: bing130 (distance: 228, speed: 2, health: 1)
Moved: fee132 (distance: 41, speed: 1, health: 2)
Moved: paoletti135 (distance: 156, speed: 3, health: 2)
Moved: fee141 (distance: 136, speed: 1, health: 3)
Moved: darden145 (distance: 282, speed: 1, health: 5)
Moved: garcia146 (distance: 155, speed: 2, health: 5)
Moved: will149 (distance: 235, speed: 3, health: 5)
Moved: garcia155 (distance: 74, speed: 1, health: 5)
Moved: cris156 (distance: 263, speed: 2, health: 5)
Moved: bing157 (distance: 209, speed: 6, health: 5)
Moved: potatobot161 (distance: 242, speed: 5, health: 4)
Moved: darden163 (distance: 168, speed: 3, health: 3)
Moved: garcia164 (distance: 84, speed: 2, health: 5)
Moved: cris165 (distance: 241, speed: 3, health: 2)
Moved: bing166 (distance: 205, speed: 2, health: 4)
Moved: fee168 (distance: 124, speed: 5, health: 5)
Moved: cris174 (distance: 144, speed: 5, health: 1)
Moved: bing175 (distance: 269, speed: 3, health: 2)
Moved: will176 (distance: 222, speed: 8, health: 2)
Moved: paoletti180 (distance: 232, speed: 4, health: 1)
Moved: will185 (distance: 227, speed: 1, health: 4)
Moved: fee186 (distance: 136, speed: 3, health: 2)
Moved: noah187 (distance: 200, speed: 6, health: 5)
Moved: potatobot188 (distance: 99, speed: 4, health: 2)
Moved: darden190 (distance: 155, speed: 1, health: 5)
Moved: garcia191 (distance: 217, speed: 4, health: 3)
Moved: cris192 (distance: 135, speed: 5, health: 1)
Moved: will194 (distance: 38, speed: 1, health: 2)
Moved: potatobot197 (distance: 259, speed: 1, health: 5)
Moved: paoletti198 (distance: 231, speed: 7, health: 2)
Moved: will203 (distance: 144, speed: 2, health: 1)
Moved: bing211 (distance: 144, speed: 4, health: 3)
Moved: will212 (distance: 178, speed: 2, health: 3)
Moved: fee213 (distance: 250, speed: 6, health: 5)
Moved: noah214 (distance: 125, speed: 5, health: 5)
Moved: paoletti216 (distance: 204, speed: 3, health: 3)
Moved: darden217 (distance: 86, speed: 2, health: 1)
Moved: garcia218 (distance: 138, speed: 3, health: 3)
Moved: noah223 (distance: 196, speed: 6, health: 5)
Moved: potatobot224 (distance: 209, speed: 1, health: 5)
Moved: garcia227 (distance: 168, speed: 7, health: 1)
Moved: noah232 (distance: 161, speed: 4, health: 5)
Moved: darden244 (distance: 91, speed: 3, health: 2)
Moved: cris246 (distance: 242, speed: 6, health: 5)
Moved: potatobot251 (distance: 125, speed: 1, health: 5)
Moved: darden253 (distance: 212, speed: 3, health: 5)
Moved: garcia254 (distance: 149, speed: 5, health: 3)
Moved: cris255 (distance: 198, speed: 7, health: 2)
Moved: bing256 (distance: 205, speed: 2, health: 4)
Moved: will257 (distance: 267, speed: 4, health: 1)
Moved: potatobot260 (distance: 208, speed: 8, health: 2)
Moved: garcia263 (distance: 228, speed: 5, health: 2)
Moved: cris264 (distance: 111, speed: 2, health: 5)
Moved: darden271 (distance: 275, speed: 2, health: 5)
Moved: garcia272 (distance: 258, speed: 4, health: 3)
Moved: fee276 (distance: 259, speed: 2, health: 3)
Moved: noah277 (distance: 126, speed: 2, health: 3)
Moved: potatobot278 (distance: 59, speed: 2, health: 3)
Moved: cris282 (distance: 240, speed: 2, health: 2)
Moved: bing283 (distance: 260, speed: 4, health: 1)
Moved: will284 (distance: 212, speed: 5, health: 4)
Moved: potatobot287 (distance: 80, speed: 3, health: 5)
Moved: darden289 (distance: 123, speed: 4, health: 4)
Moved: garcia290 (distance: 252, speed: 3, health: 3)
Moved: fee294 (distance: 212, speed: 5, health: 3)
Moved: darden298 (distance: 108, speed: 3, health: 5)
Moved: garcia299 (distance: 217, speed: 8, health: 3)
Moved: cris300 (distance: 277, speed: 1, health: 3)
Moved: bing301 (distance: 231, speed: 8, health: 5)
Moved: fee303 (distance: 169, speed: 7, health: 2)
Moved: noah304 (distance: 166, speed: 6, health: 3)
Moved: paoletti306 (distance: 197, speed: 3, health: 5)
Moved: garcia308 (distance: 96, speed: 2, health: 1)
Moved: cris309 (distance: 251, speed: 3, health: 5)
Moved: fee312 (distance: 243, speed: 7, health: 1)
Moved: potatobot314 (distance: 119, speed: 2, health: 4)
Moved: paoletti315 (distance: 206, speed: 1, health: 4)
Moved: will320 (distance: 204, speed: 5, health: 2)
Moved: noah322 (distance: 88, speed: 1, health: 1)
Moved: paoletti324 (distance: 275, speed: 2, health: 1)
Moved: darden325 (distance: 156, speed: 6, health: 4)
Moved: garcia326 (distance: 207, speed: 5, health: 3)
Moved: cris327 (distance: 195, speed: 5, health: 5)
Moved: bing328 (distance: 222, speed: 3, health: 4)
Moved: will329 (distance: 226, speed: 1, health: 5)
Moved: fee330 (distance: 196, speed: 8, health: 4)
Moved: potatobot332 (distance: 190, speed: 7, health: 4)
Moved: paoletti333 (distance: 207, speed: 8, health: 5)
Moved: darden334 (distance: 200, speed: 5, health: 2)
Moved: garcia335 (distance: 168, speed: 4, health: 1)
Moved: cris336 (distance: 180, speed: 3, health: 5)
Moved: bing337 (distance: 249, speed: 2, health: 5)
Moved: will338 (distance: 129, speed: 3, health: 4)
Moved: noah340 (distance: 148, speed: 4, health: 4)
Moved: potatobot341 (distance: 206, speed: 2, health: 4)
Moved: garcia344 (distance: 192, speed: 3, health: 4)
Moved: cris345 (distance: 146, speed: 2, health: 1)
Moved: fee348 (distance: 139, speed: 4, health: 3)
Moved: paoletti351 (distance: 58, speed: 1, health: 1)
Moved: potatobot359 (distance: 236, speed: 7, health: 5)
Moved: paoletti360 (distance: 183, speed: 6, health: 4)
Moved: darden361 (distance: 187, speed: 7, health: 3)
Moved: garcia362 (distance: 231, speed: 1, health: 2)
Moved: garcia371 (distance: 211, speed: 8, health: 2)
Moved: cris372 (distance: 139, speed: 2, health: 2)
Moved: bing373 (distance: 202, speed: 4, health: 4)
Moved: will374 (distance: 182, speed: 3, health: 4)
Moved: paoletti378 (distance: 51, speed: 2, health: 2)
Moved: darden379 (distance: 122, speed: 5, health: 2)
Moved: cris381 (distance: 225, speed: 7, health: 4)
Moved: bing382 (distance: 208, speed: 1, health: 1)
Moved: will383 (distance: 98, speed: 1, health: 3)
Moved: darden388 (distance: 154, speed: 3, health: 4)
Moved: garcia389 (distance: 109, speed: 3, health: 1)
Moved: will392 (distance: 215, speed: 3, health: 1)
Moved: bing400 (distance: 167, speed: 6, health: 4)
Moved: paoletti405 (distance: 162, speed: 6, health: 2)
Moved: darden406 (distance: 261, speed: 3, health: 1)
Moved: will410 (distance: 237, speed: 5, health: 4)
Moved: noah412 (distance: 29, speed: 1, health: 4)
Moved: potatobot413 (distance: 118, speed: 3, health: 2)
Moved: darden415 (distance: 193, speed: 6, health: 2)
Moved: garcia416 (distance: 179, speed: 1, health: 3)
Moved: will419 (distance: 176, speed: 4, health: 3)
Moved: fee420 (distance: 245, speed: 6, health: 4)
Moved: potatobot422 (distance: 170, speed: 3, health: 4)
Moved: paoletti423 (distance: 214, speed: 5, health: 1)
Moved: darden424 (distance: 104, speed: 1, health: 5)
Moved: cris426 (distance: 210, speed: 1, health: 3)
Moved: fee429 (distance: 116, speed: 1, health: 1)
Moved: potatobot431 (distance: 191, speed: 5, health: 3)
Moved: garcia434 (distance: 63, speed: 2, health: 2)
Moved: bing436 (distance: 199, speed: 8, health: 1)
Moved: will437 (distance: 235, speed: 8, health: 5)
Moved: fee438 (distance: 272, speed: 3, health: 5)
Moved: potatobot440 (distance: 260, speed: 5, health: 4)
Moved: darden442 (distance: 144, speed: 4, health: 3)
Moved: noah448 (distance: 200, speed: 6, health: 4)
Moved: paoletti450 (distance: 187, speed: 5, health: 5)
Moved: darden451 (distance: 235, speed: 4, health: 3)
Moved: garcia452 (distance: 246, speed: 3, health: 3)
Moved: cris453 (distance: 49, speed: 2, health: 3)
Moved: will455 (distance: 262, speed: 4, health: 2)
Moved: fee456 (distance: 234, speed: 4, health: 5)
Moved: paoletti459 (distance: 174, speed: 2, health: 2)
Moved: garcia461 (distance: 236, speed: 6, health: 3)
Moved: cris462 (distance: 271, speed: 2, health: 4)
Moved: bing463 (distance: 101, speed: 1, health: 5)
Moved: will464 (distance: 143, speed: 5, health: 4)
Moved: darden469 (distance: 144, speed: 2, health: 5)
Moved: will473 (distance: 262, speed: 2, health: 1)
Moved: cris480 (distance: 237, speed: 4, health: 4)
Moved: fee483 (distance: 223, speed: 3, health: 5)
Moved: paoletti486 (distance: 197, speed: 8, health: 4)
Moved: darden487 (distance: 187, speed: 7, health: 3)
Moved: cris489 (distance: 134, speed: 3, health: 1)
Moved: bing490 (distance: 179, speed: 3, health: 1)
Moved: fee492 (distance: 209, speed: 2, health: 1)
Moved: garcia497 (distance: 222, speed: 3, health: 5)
Moved: cris498 (distance: 215, speed: 4, health: 1)
Moved: potatobot503 (distance: 191, speed: 7, health: 4)
Moved: darden505 (distance: 163, speed: 6, health: 4)
Moved: cris507 (distance: 96, speed: 2, health: 5)
Moved: bing508 (distance: 84, speed: 3, health: 1)
Moved: potatobot512 (distance: 205, speed: 1, health: 3)
Moved: paoletti513 (distance: 190, speed: 1, health: 4)
Moved: darden514 (distance: 139, speed: 4, health: 2)
Moved: garcia515 (distance: 171, speed: 3, health: 5)
Moved: cris516 (distance: 79, speed: 3, health: 5)
Moved: will518 (distance: 194, speed: 6, health: 3)
Moved: fee519 (distance: 195, speed: 1, health: 2)
Moved: noah520 (distance: 202, speed: 1, health: 2)
Moved: potatobot521 (distance: 145, speed: 2, health: 3)
Moved: cris525 (distance: 260, speed: 3, health: 4)
Moved: will527 (distance: 239, speed: 4, health: 4)
Moved: darden532 (distance: 205, speed: 1, health: 2)
Moved: will536 (distance: 240, speed: 3, health: 3)
Moved: fee537 (distance: 194, speed: 3, health: 2)
Moved: noah538 (distance: 173, speed: 6, health: 4)
Moved: potatobot539 (distance: 190, speed: 6, health: 4)
Moved: paoletti540 (distance: 114, speed: 4, health: 2)
Moved: garcia542 (distance: 212, speed: 3, health: 5)
Moved: bing544 (distance: 37, speed: 1, health: 3)
Moved: fee546 (distance: 219, speed: 5, health: 4)
Moved: potatobot548 (distance: 61, speed: 1, health: 3)
Moved: paoletti549 (distance: 191, speed: 4, health: 4)
Moved: darden550 (distance: 148, speed: 5, health: 3)
Moved: garcia551 (distance: 230, speed: 1, health: 5)
Moved: will554 (distance: 124, speed: 5, health: 4)
Moved: cris561 (distance: 105, speed: 3, health: 2)
Moved: bing562 (distance: 240, speed: 7, health: 2)
Moved: potatobot566 (distance: 133, speed: 4, health: 1)
Moved: darden568 (distance: 223, speed: 5, health: 4)
Moved: cris570 (distance: 208, speed: 1, health: 1)
Moved: paoletti576 (distance: 218, speed: 4, health: 5)
Moved: will581 (distance: 269, speed: 4, health: 1)
Moved: fee582 (distance: 208, speed: 7, health: 4)
Moved: potatobot584 (distance: 220, speed: 7, health: 4)
Moved: paoletti585 (distance: 137, speed: 1, health: 4)
Moved: garcia587 (distance: 193, speed: 1, health: 3)
Moved: cris588 (distance: 239, speed: 3, health: 2)
Moved: will590 (distance: 178, speed: 2, health: 1)
Moved: darden595 (distance: 134, speed: 1, health: 5)
Moved: garcia605 (distance: 119, speed: 5, health: 5)
Moved: noah610 (distance: 214, speed: 6, health: 5)
Moved: paoletti612 (distance: 170, speed: 7, health: 2)
Moved: darden613 (distance: 175, speed: 7, health: 5)
Moved: garcia614 (distance: 230, speed: 4, health: 5)
Moved: cris615 (distance: 93, speed: 1, health: 2)
Moved: bing616 (distance: 255, speed: 5, health: 1)
Moved: will617 (distance: 114, speed: 3, health: 2)
Moved: fee618 (distance: 223, speed: 3, health: 1)
Moved: darden622 (distance: 251, speed: 2, health: 3)
Moved: cris624 (distance: 253, speed: 4, health: 5)
Moved: will626 (distance: 221, speed: 8, health: 4)
Moved: fee627 (distance: 212, speed: 1, health: 1)
Moved: noah628 (distance: 251, speed: 7, health: 4)
Moved: darden631 (distance: 170, speed: 6, health: 4)
Moved: garcia632 (distance: 270, speed: 4, health: 3)
Moved: will635 (distance: 114, speed: 2, health: 2)
Moved: fee636 (distance: 138, speed: 1, health: 4)
Moved: garcia641 (distance: 171, speed: 7, health: 1)
Moved: bing643 (distance: 157, speed: 2, health: 5)
Moved: will644 (distance: 127, speed: 2, health: 3)
Moved: paoletti648 (distance: 265, speed: 3, health: 3)
Moved: darden649 (distance: 104, speed: 4, health: 3)
Moved: garcia650 (distance: 213, speed: 7, health: 3)
Moved: fee654 (distance: 258, speed: 4, health: 4)
Moved: darden658 (distance: 232, speed: 8, health: 1)
Moved: garcia659 (distance: 248, speed: 1, health: 4)
Moved: bing661 (distance: 128, speed: 4, health: 3)
Moved: will662 (distance: 231, speed: 5, health: 1)
Moved: fee663 (distance: 154, speed: 1, health: 3)
Moved: paoletti666 (distance: 211, speed: 7, health: 1)
Moved: darden667 (distance: 101, speed: 4, health: 4)
Moved: garcia668 (distance: 162, speed: 4, health: 4)
Moved: cris669 (distance: 240, speed: 4, health: 1)
Moved: potatobot674 (distance: 220, speed: 7, health: 4)
Moved: darden676 (distance: 58, speed: 2, health: 2)
Moved: garcia677 (distance: 127, speed: 4, health: 1)
Moved: cris678 (distance: 184, speed: 5, health: 1)
Moved: fee681 (distance: 272, speed: 3, health: 3)
Moved: paoletti684 (distance: 225, speed: 1, health: 4)
Moved: garcia686 (distance: 182, speed: 3, health: 3)
Moved: bing688 (distance: 172, speed: 2, health: 2)
Moved: fee690 (distance: 163, speed: 4, health: 2)
Moved: garcia695 (distance: 47, speed: 2, health: 5)
Moved: cris696 (distance: 137, speed: 1, health: 4)
Moved: noah700 (distance: 163, speed: 1, health: 2)
Moved: paoletti702 (distance: 234, speed: 5, health: 3)
Moved: garcia704 (distance: 201, speed: 7, health: 5)
Moved: cris705 (distance: 167, speed: 4, health: 3)
Moved: potatobot710 (distance: 219, speed: 6, health: 1)
Moved: paoletti711 (distance: 218, speed: 4, health: 1)
Moved: cris714 (distance: 204, speed: 4, health: 5)
Moved: fee717 (distance: 215, speed: 6, health: 3)
Moved: potatobot719 (distance: 213, speed: 6, health: 3)
Moved: paoletti720 (distance: 232, speed: 6, health: 4)
Moved: garcia722 (distance: 80, speed: 1, health: 5)
Moved: noah727 (distance: 234, speed: 3, health: 5)
Moved: potatobot728 (distance: 218, speed: 9, health: 1)
Moved: paoletti729 (distance: 93, speed: 1, health: 1)
Moved: garcia731 (distance: 120, speed: 2, health: 1)
Moved: will734 (distance: 114, speed: 1, health: 5)
Moved: fee735 (distance: 49, speed: 2, health: 5)
Moved: potatobot737 (distance: 151, speed: 6, health: 3)
Moved: paoletti738 (distance: 279, speed: 1, health: 3)
Moved: darden739 (distance: 201, speed: 6, health: 5)
Moved: cris741 (distance: 223, speed: 3, health: 2)
Moved: bing742 (distance: 207, speed: 3, health: 5)
Moved: will743 (distance: 173, speed: 5, health: 5)
Moved: fee744 (distance: 203, speed: 6, health: 3)
Moved: cris750 (distance: 252, speed: 6, health: 4)
Moved: bing751 (distance: 250, speed: 6, health: 3)
Moved: potatobot755 (distance: 191, speed: 4, health: 3)
Moved: paoletti756 (distance: 206, speed: 3, health: 5)
Moved: garcia758 (distance: 55, speed: 2, health: 5)
Moved: bing760 (distance: 125, speed: 2, health: 2)
Moved: will761 (distance: 138, speed: 3, health: 3)
Moved: fee762 (distance: 238, speed: 1, health: 2)
Moved: noah763 (distance: 176, speed: 2, health: 5)
Moved: potatobot764 (distance: 221, speed: 8, health: 4)
Moved: paoletti765 (distance: 153, speed: 1, health: 5)
Moved: noah772 (distance: 184, speed: 2, health: 4)
Moved: darden775 (distance: 200, speed: 6, health: 4)
Moved: darden784 (distance: 92, speed: 3, health: 4)
Moved: cris786 (distance: 164, speed: 2, health: 2)
Moved: fee789 (distance: 196, speed: 4, health: 3)
Moved: noah790 (distance: 241, speed: 3, health: 3)
Moved: potatobot791 (distance: 290, speed: 1, health: 5)
Moved: paoletti792 (distance: 172, speed: 4, health: 1)
Moved: darden793 (distance: 105, speed: 4, health: 1)
Moved: noah799 (distance: 236, speed: 4, health: 4)
Moved: garcia803 (distance: 196, speed: 5, health: 5)
Moved: will806 (distance: 198, speed: 8, health: 4)
Moved: fee807 (distance: 149, speed: 5, health: 4)
Moved: paoletti810 (distance: 246, speed: 3, health: 5)
Moved: garcia812 (distance: 250, speed: 1, health: 1)
Moved: cris813 (distance: 206, speed: 2, health: 2)
Moved: bing814 (distance: 222, speed: 1, health: 2)
